file_name,sentiment,sentiment_score,sentiment_confidence,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyric,track_id
Điệp Khúc Tình Si.mp3,positive,0.5932,0.277,171.0,0.6959,60.0,46.0,10.0,"chợt nghe cơn gió trong mùa đông như giấc mơ
ở giữa khung trời một vì sao thật long lanh
thầm mong mơ ước nơi bình minh trong trái tim
mình đã lỡ đánh rơi trong bóng đêm
vẫn muốn giữ mãi yêu kiều trong đôi mắt ai
ngàn lời yêu dấu ngại ngùng trên những ngón tay
dù ngàn năm xóa tan mộng mơ ta có nhau
nguyện vào gió những yêu thương gửi trao

chìm đắm cùng ước mơ rằng
giữ mãi bóng hình chúng mình dưới vầng trăng
gió vuốt ve bên cạnh em mãi như phút diệu kì
cho thêm êm đềm giữa điệp khúc tình si 
chìm đắm cùng ước mơ rằng
giữ mãi bóng hình chúng mình dưới vầng trăng
gió vuốt ve bên cạnh em mãi như phút diệu kì
cho thêm êm đềm giữa điệp khúc tình si 

và nếu
tình yêu
vẫn đón em về dịu dàng từng phút giây
người hãy
ở đây
miên man cung đàn trôi theo làn gió bay
khoảng trời mênh mông nghe con sóng trao vần thơ
cầm tay anh đến nơi ngày bé ta hằng mơ
còn chờ mong chi nơi trăng sáng soi màn đêm
ngồi kề bên nhau quay về phút giây đầu tiên
",35TtoIhb97TMzC2MRQ1uUX
tiếc cho em.mp3,neutral,-0.17,0.2351,469.0,0.3518,118.0,136.0,20.0,"Lại là DG House Rhyder
Có lẽ giải pháp tốt nhất cho cả hai
Là không nên cố níu nhau ở lại
Đời vô thường chẳng gì tồn tại mãi
Anh gói những nỗi nhớ
Ôm cơn mơ trôi cùng gió đi
Baby anh rất tiếc
Nhưng sự thật hãy chấp nhận nó đi
Baby girl, I’m so sorry
Ta nên dừng lại đi
Chúng ta nên dừng ở đây thôi
Anh đã chịu hết nổi
Với tất cả lời nói dối
Biết là sẽ tiếc nuối
Nhưng anh vẫn sẽ để em ra đi
Vì hai ta vốn dĩ
Từ đầu chẳng nên gặp nhau
Dù biết là đau mà sao
Vẫn cứ cố chấp không buông đôi tay
Em hôm nay đã khác xưa nhiều rồi
Không như em trước đây
Thôi anh cũng tiếc thay cho em
Tiếc cho em mất đi một người
Rất quan trọng ở trong cuộc đời em
Mình phải kết thúc tại đây thôi
Đồng hồ lại tíc tóc vài giây trôi
Men say với all night long
Buông tay hay giữ lấy
Cũng do ta chọn
Nhưng điều đáng tiếc nhất là
Quyết định cuối của chúng ta
Vẫn bất chấp tất cả
Thẳng thừng quay đi
Và chẳng muốn nhắc
Quá khứ đã từng bên nhau
Giá như ta đừng xa nhau
Nỗi nhớ cứ làm ta đau
Ừ thì biết là như thế thì sẽ rất đau
Nếu em vẫn muốn thế không thay đổi
Anh tiếc cho em đã mất anh rồi
Như một kẻ ngốc cảm xúc anh tụt dốc
Bỗng dưng lại bật khóc
Chẳng nói thành lời
Có lẽ giải pháp tốt nhất cho cả hai
Là không nên cố níu nhau ở lại
Đời vô thường chẳng gì tồn tại mãi
Anh gói những nỗi nhớ
Ôm cơn mơ trôi cùng gió đi
Baby anh rất tiếc
Nhưng sự thật hãy chấp nhận nó đi
Baby girl I’m so sorry
Ta nên dừng lại đi
Chúng ta nên dừng ở đây thôi
Anh đã chịu hết nổi
Với tất cả lời nói dối
Biết là sẽ tiếc nuối
Nhưng anh vẫn sẽ để em ra đi
Vì hai ta vốn dĩ
Từ đầu chẳng nên gặp nhau
Dù biết là đau mà sao
Vẫn cứ cố chấp không buông đôi tay
Em hôm nay đã khác xưa nhiều rồi
Không như em trước đây
Thôi anh cũng tiếc thay cho em
Tiếc cho em mất đi một người
Rất quan trọng ở trong cuộc đời em
Sóng vỗ bờ cát trắng rì rào bên tai
Thuỷ triều dâng dần lên
Vầng trăng ngụp bóng phía xa bờ
Anh chôn vùi những kỷ niệm ở đáy sâu
Chúng ta nên dừng ở đây thôi
Anh đã chịu hết nổi
Với tất cả lời nói dối
Biết là sẽ tiếc nuối
Nhưng anh vẫn sẽ để em đi
Từ đầu chẳng nên gặp nhau
Dù biết là đau mà sao
Vẫn cứ cố chấp không buông đôi tay
Em hôm nay đã khác xưa nhiều rồi
Không như em trước đây
Thôi anh cũng tiếc thay cho em
Tiếc cho em mất đi một người
Rất quan trọng ở trong cuộc đời em",56LSZ1PFm7nOo734RfbEDo
DÁN MẮT.mp3,neutral,0.0105,0.181,442.0,0.2873,148.0,158.0,25.0,"Bình thường anh rất ngầu
Và nhìn em lúc đầu
Chẳng cần nghĩ quá lâu
Baby I love you so
Nhịp tim nhanh bất thường
Hình như đang thiếu đường
Tình hình hơi khó lường
Nên là anh đang cần một chút ngọt ngào
Anh là chú mèo ngoan
Chú mèo ngoan
Cho đến khi gặp em
Em đứng có làm ngơ
Có làm ngơ
Cứ ngó lơ mà xem
Bất-b-b-bất thình lình
Nhìn em cứ c-c-cứ rập rình
Phải kiểm soát-s-s-soát tình hình
Nên là em phải
Dán mắt vào anh này
Dán mắt vào anh đi
Dán mắt vào anh này
Đừng dán mắt vào ai ai ai
Cẩn thận đấy
Lộ ra là anh vồ lấy
Một khi mà anh tìm thấy
Thì chú mèo ngoan sẽ thành hư
Luôn cho em xem này
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Oh no
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Gọi tên anh là J-S-O-L
Say em như là say cỏ mèo
Threads em là gì để anh theo
Nhắc cho anh để anh gửi kẹo
Các anh trai gọi em là sao hạng A
Anh gọi em là pate cá
Cá thu
Cá hồi
Cá tuna
Na na na na
Anh là chú mèo ngoan
Chú mèo ngoan
Cho đến khi gặp em
Em đứng có làm ngơ
Có làm ngơ
Cứ ngó lơ mà xem
Bất-b-b-bất thình lình
Nhìn em cứ cứ cứ rập rình
Phải kiểm soát-s-s-soát tình hình
Nên là em hãy
Dán mắt vào anh này
Dán mắt vào anh đi
Dán mắt vào anh này
Đừng dán mắt vào ai ai ai
Cẩn thận đấy
Lộ ra là anh vồ lấy
Một khi mà anh tìm thấy
Thì chú mèo ngoan
Sẽ thành hư luôn cho em xem này
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Oh no
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Em phân vân hay em không quan tâm
Sao em không quan tâm
You make me crazy
Tuy trông anh hơi hâm
Nhưng anh không vô tâm
Sao em không quan tâm
You make me crazy
Anh là chú mèo ngoan
Chú mèo ngoan
Cho đến khi gặp em
Em đừng có làm ngơ
Có làm ngơ
Cứ ngó lơ mà xem
Dán mắt vào anh này
Dán mắt vào anh đi
Oh yeah
Dán mắt vào anh này
Đừng dán mắt vào ai ai a
Cẩn thận đấy
Lộ ra là anh vồ lấy
Một khi mà anh tìm thấy
Thì chú mèo ngoan sẽ thành hư
Luôn cho em xem nay
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Bắt cóc trái tim em
Bắt cóc trái tim em
Bắt cóc trái tim em
Đem về làm của riêng
Đem về làm của anh",3Y0yJeIKeA74IFhidBvxrG
Anh Ơi Ở Lại.mp3,neutral,0.0556,0.2959,312.0,0.4295,95.0,94.0,24.0,"Lại là chia tay sau những lần không hiểu nhau
Tại vì thơ ngây bao nhiêu lần yêu vỡ nát nữa rồi
Tại vì hôm mưa anh đưa chiếc ô
Đã làm trái tim em có cầu vồng
Mà cầu vồng chỉ có khi mưa vừa tan
Anh cũng rời đi khi anh hết yêu

Vì sợ cô đơn nên em mặc kệ đúng sai
Mặc kệ anh có đưa đôi bàn tay ấm áp cho ai
Chỉ cầu xin anh em đã rất đau
Đừng làm mắt em vương vấn thêm buồn
Dù có yêu trăm người mà trái tim không cười thì vẫn cô đơn vậy thôi

Anh ơi anh ở lại, ở lại với em đi anh ở lại
Đừng làm áng mây trôi trên bầu trời một mình chơi vơi
Bông hoa xinh ngoài vườn nhà giờ cũng đã xác xơ bông hoa lụi tàn thật nhiều đớn đau
Mà người lo lắng đâu rồi...

Vì sợ cô đơn nên em mặc kệ đúng sai
Mặc kệ anh có đưa đôi bàn tay ấm áp cho ai
Chỉ cầu xin anh em đã rất đau
Và đừng làm mắt em vương vấn thêm buồn
Dù có yêu trăm người mà trái tim không cười thì vẫn cô đơn thế thôi

Anh ơi anh ở lại, ở lại với em đi anh ở lại
Đừng làm áng mây trôi trên bầu trời rồi một mình chơi vơi
Bông hoa xinh ngoài vườn nhà giờ cũng đã xác xơ bông hoa lụi tàn thật nhiều đớn đau
Mà người lo lắng đâu rồi...

Anh ơi anh ở lại, đừng mang cô đơn về lại
Và anh ơi anh, anh ơi anh anh đừng đi...

Anh ơi nên dừng lại, dừng lại để thấy đôi chân em mỏi mệt
Vì chạy phía sau theo anh trong cuộc đời mà anh đâu hay
Lấp lánh những ánh đèn đường hòa cùng một chút mưa giông đang kéo về thật nhiều đau đớn
Chẳng còn mạnh mẽ do tình yêu...

Lau mi đi em đừng buồn
Vì chuyện lứa đôi đâu ai hiểu được vào một chiều tan vỡ
Một người khóc một người đau...
",0VBv6oyMgeEBOIysaSV9aE
hãy nói anh sai rồi.mp3,positive,0.2308,0.2125,315.0,0.6508,117.0,103.0,19.0,"Thật lòng em rất cần
Vòng tay anh sát gần
Nụ hôn sẽ xóa sạch hàng trăm vết xước hằn in lên tấm thân này
Mọi điều tồi tệ lại theo gió bay 
 
Chỉ mong anh thấu hiểu
Làm cho em những điều 
Người từng hứa rất nhiều 
Cùng em xây đắp tình yêu như lúc ban đầu 
Quay lại ngày yêu quên hết thế gian

Và gặp nhau đêm nay yêu như lần cuối
Ghì chặt đôi tay em phiêu du người hỡi
Địa ngục kêu tên em, khuyên em tìm đến nếu thiếu vắng anh xuyên màn đêm

Nguyện cầu anh thương cho thân em lần cuối 
Ghì chặt đôi tay em phiêu du người hỡi 
Thì thầm kêu tên anh, cứu vớt từng khao khát em nhớ anh xuyên màn đêm

Anh đừng cố tặng em ngọc ngà lụa là kim cương nữa
Anh đừng nghĩ rằng em cần thêm vàng bạc lấp lánh
Thứ anh nên trao tặng em là
Hai mươi tư giờ bảy ngày
Yêu mình em tâm trí luôn thuộc về em

Bầu trời trong xanh thản nhiên giông tố anh quay lưng bất ngờ
Mưa vừa tan bờ môi thẫn thờ
Em vẫn đứng nơi ấy sững sờ
Kêu tên anh

Thứ tha và yêu hết thân này
Dẫu cho mình trầy xước đau lòng
Và cứ về nhà 
Lại ghim lên em hàng trăm vạn vết thương

Còn lại gì ngoài em và sáu bức tường
Lời nguyện cầu vọng trong đầu đến bất thường
Bóng tối vây quanh xâm chiếm gương mặt này 

Chạng vạng đêm đen đang bao vây lấy em
Ngoảnh mặt đi anh giấu trái tim ở đâu?
Ánh trăng mơ hồ chẳng nhìn thấy được 

Chạng vạng đêm đen đang bao vây lấy em
Ngoảnh mặt đi anh giấu trái tim ở đâu?
Ánh trăng mơ hồ chẳng nhìn thấy

Cứ muốn trốn đi một chút thôi
Cố cứu vãn duyên mình vỡ đôi
Cứ lấp liếm che đậy sự cay đắng sau những xa hoa bày vẽ 

Thế giới đắp lên tình chúng ta
Bao câu khen miệng đời thốt ra:
Ngay ngắn ngồi xuống thôi
Hãy nói anh sai rồi
",1mZCfyJVxvkqkKd3xlOk2H
một lời đồn.mp3,neutral,-0.0864,0.1564,453.0,0.3753,149.0,126.0,28.0,"Em có nghe một lời đồn rằng
Anh rước ai lên kiệu hoa đấy
Khi deadline còn tràn đầy
Em lướt nhanh qua trang Face
Thôi cất đi cuộc tình này
Em đã yêu một người rất nhiều
Yêu giống như tim này không đáy
Mưa đã rơi vào một ngày
Em thấy anh tay đan tay
Người anh yêu trọn đời này
Bởi vì anh đâu có biết
Một người yêu anh tha thiết
Tại vì sao
Người anh muốn chẳng phải em
Tìm đâu lý do
Cho điều đắn đo trong lòng
Giá như chưa từng
Vì một ngày mưa kín lối
Giá như ta chẳng cùng dừng chân
Nơi góc tối
Giá như em kìm được lòng mình
Khi nhìn thấy anh quay đầu
Rồi cất lên câu chào
Nếu như quay được về ngày đầu
Em bối rối
Có khi mưa lại ngừng rơi
Em mong được về như lúc ban đầu
Lúc ban đầu
Trở về như lúc ban đầu
Thì em có thôi buồn rầu
Cô ta mang thở than dần đi xa
Cô đơn lại đây gần ta hơn
Xô ta vào nơi đắm say
Vào nơi tối tăm vô vọng
Bóng tối nắm chặt bàn tay tôi
Dối lòng mình từ đôi môi
Khối hình tròn này riêng tôi
Chỉ còn mình tôi thôi
Rồi một mình tôi trôi
Anh biết chắc chắn rằng
Mình không bao giờ thắc mắc
Quá khứ của em
Thế nên xin em dừng
Đừng thắt chặt
Bầu không khí này hơn nữa
Làm ơn anh sẽ đi
Khi bình minh vừa ló dạng
Thênh thang tâm can anh hoang mang
Chìm đắm mỗi khi anh nhìn nàng
Giá như chưa từng
Vì một ngày mưa kín lối
Giá như ta chẳng cùng dừng chân
Nơi góc tối
Giá như em kìm được lòng mình
Khi nhìn thấy anh quay đầu
Cất lên câu chào
Nếu như quay được về ngày đầu
Em bối rối
Có khi mưa lại ngừng rơi
Trở về như lúc ban đầu
Thì em có thôi buồn rầu
Anh đứng ngay con tàu chầm chậm
Nhìn em rời ga
Tại sao người không nói
Với em một câu
Như thước phim cô đọng ầm ầm
Chạy qua đời ta
Em đã yêu một người rất nhiều
Yêu giống như tim này không đáy
Mưa đã rơi vào một ngày
Em thấy anh tay đan tay
Người anh yêu trọn đời này
Bởi vì anh đâu có biết
Một người yêu anh tha thiết
Tại vì sao
Người anh muốn chẳng phải em
Tìm đâu lý do
Cho điều đắn đo trong lòng
Giá như chưa từng
Vì một ngày mưa kín lối
Giá như ta chẳng cùng dừng chân
Nơi góc tối
Giá như em kìm được lòng mình
Khi nhìn thấy anh quay đầu
Rồi cất lên câu chào
Nếu như quay được về ngày đầu
Em bối rối
Có khi mưa lại ngừng rơi
Em mong được về như lúc ban đầu
Lúc ban đầu
Trở về như lúc ban đầu
Thì em có thôi buồn rầu",0pkKpktoYIYzVMH5AGrdc8
Trà Và Cà Phê.mp3,positive,0.4341,0.2518,343.0,0.5627,129.0,116.0,28.0,"Nhẹ nhàng và êm ái
Lưng luôn thẳng, chuẩn mực phong thái
Nụ cười mượn tia nắng
Nàng giữ ấm đam mê anh mang
Sau một ngày dài
Đậm đà và mạnh mẽ
Anh chinh phục nàng bằng ngàn lí lẽ
Sự tinh tế
Nàng không dễ nhưng cứ thế
Cả hai cứ ngấm dần ngấm dần
Tí tách róc rách tiếng nói cười
Vanh vách bóc tách những thói đời
Lân la tới những yếu điểm
Nhưng hay thay cộng lại là tròn mười
Chóng vánh cái cách họ tán tỉnh
Không lê thê mà ánh mắt tình ghê
Không mê nhau sao tình thế
Gió quấn quýt khiến lá xì xào
Chuyện về hai cánh lá
Nhẹ hút chặt lấy nhau giữa ồn ào
Tự hỏi liệu thiếu anh
Bầu trời có bớt xanh
Một cuộc tình quá trong lành
Chuyện trà và cà phê
Say nhau quên mất đường về
Nhiều giờ ngồi tỉ tê
Chưa hợp ai được như thế
Uh trà và cà phê
Thay câu yêu đương vụng về
They fall in love
Tea and coffee
Gimme gimme love
Gimme kisses
Gimme gimme sweet
Sip me sip me
Love my bitter every single
Little bit of it
Ít một ít một thôi
Nhấp và khoá đầu môi
Thấm trọn vị ngọt thơm lên
Lời chúc mỗi sáng đầu ngày
Đều đặn chàng qua qua qua
Gặp mặt không qua loa
Điều nàng luôn ngân nga
Chuyện tình yêu xanh lá
Một loạt giai điệu
Tung tăng vui tươi vang ca
Trên yên sau anh về nhà
Gió quấn quýt khiến lá xì xào
Chuyện về hai cánh lá
Nhẹ hút chặt lấy nhau giữa ồn ào
Tự hỏi liệu thiếu anh
Bầu trời có bớt xanh
Một cuộc tình quá trong lành
Chuyện trà và cà phê
Say nhau quên mất đường về
Nhiều giờ ngồi tỉ tê
Chưa hợp ai được như thế
Uh trà và cà phê
Thay câu yêu đương vụng về
They fall in love
Tea and coffee
On a beautiful day, same place, same spot
Tea asks coffee
What do you think about this relationship
Are you in
And of course
Without any hesitation, caffein
Chuyện trà và cà phê
Say nhau quên mất đường về
Nhiều giờ ngồi tỉ tê
Chưa hợp ai được như thế
Uh trà và cà phê
Thay câu yêu đương vụng về
They fall in love
Tea and coffee",2jI2eny6tiU4s9wS7aCegq
cho tôi lang thang.mp3,neutral,0.1362,0.2015,631.0,0.4881,192.0,183.0,45.0,"Ngày lang thang
Trong cơn mơ
Không veston không cà vạt
Không nhiều Than Thở
Dẫu mình hay mơ về Đà Lạt
Đi cho vai áo bạc màu
Những hành trình dài
Để khi ta thay áo mới
Nhìn lại đã thành hình hài
Không có đường nào khó
Chỉ có chân ngại lối xa
Cuối con đường dần ló mặt trời lên
Xua màn tối qua
Nắng ươm ta màu đời
Mai ta mọc thành cây cao
Và khi gió ru ca cội nguồn
Ôi mình hôm qua đây sao
Vẫn bước đi cười trên môi
Làm giấy thông hành
Gói gém câu ca vào trong hành trang
Vì thiếu nó thấy không đành
Chất thêm chút bình yên
Gói lại bằng tình duyên
Ta đi tìm mắt bão đời
Vì trong cơn bão mới nhẹ lòng mình yên
Cho riêng ta lang thang thôi
Để nhạc đời không lạc điệu
Lòng người sâu vời
Như bầu trời ai đo đạc liệu
Xa bao nhiêu
Giữa con đường vắng nắng tan hoang
Ngày nào còn khát
Thì ngày đó ta còn lang thang
Nơi nhân gian sum vầy
Em có nghe thấy
Tiếng réo gọi tâm hồn
Ngân vang đâu đây
Nơi nhân gian sum vầy
Em có nghe thấy
Tiếng réo gọi tâm hồn
Ngân vang đâu đây
Nếu em hỏi cho đến bây giờ
Tại sao anh vẫn lông bông
Vì anh muốn khoác bụi lên mình
Cho tâm hồn đỡ tồng ngồng
Vì cuộc đời công bằng
Cũng chỉ một lần để sống
Người ta mơ nhà mà cửa
Còn anh mơ núi mơ sông
Rồi cũng sẽ đến một ngày
Tóc như mây mờ trắng xoá
Rồi sẽ tiếc khi trở về già
Tuổi đời bây giờ ngắn quá
Thanh xuân ngủ vùi chăn ấm
Đời như mãi mùa đông
Nên anh trải đời trong nắng gió
Như con thú hoang sổ lồng
Đường nào đi được hết
Trán nào còn nhăn mãi
Muốn cùng em hút chung điếu thuốc
Để khói mù cả Căng Chải
Vì đất nước mình còn lạ
Cần chi đâu nước ngoài
Đặt chân lên tất cả mọi miền
Là ước mơ ta ước hoài
Chẳng cho mình là lãng tử
Đã đi được mấy đâu
Chẳng cho mình là nghệ sĩ
Đã viết được mấy câu
Chẳng tự do đến mức
Buông lơi như dsk
Nhưng nếu một ngày đôi chân ngừng lại
Thì thà anh đi chết ngay
Nơi nhân gian sum vầy
Em có nghe thấy
Tiếng réo gọi tâm hồn
Ngân vang đâu đây
Nơi nhân gian sum vầy
Em có nghe thấy
Tiếng réo gọi tâm hồn
Ngân vang đâu đây
Đi với anh đến cùng trời cuối đất
Và để nếm yêu thương
Không dùng lời muối mật
Mình sống chẳng tự cao
Hay việc gì phải cúi mặt
Đi đi em còn do dự trời tối mất
Và anh đưa em đi
Đến nơi ít người qua
Nơi vầng trăng mỏng
Cong veo tít trời xa
Nơi những vì sao
Chẳng phải nép sau nóc nhà và
Nơi đặt lưng xuống
Đầu chẳng nặng chuyện ngày qua
Có đường cong như mi em,
Có đường thẳng như sống mũi
Có đường ngắn có đường dài
Đi về đâu ai đoán nổi
Anh sẽ đưa em qua hết
Cho tóc bạc đi vì bụi
Vì có gian khó có mệt nhoài
Ta mới tạc ghi vào cội
Đi với anh
Và tạm quên chuyện tương lai
Giờ đây quan trọng với anh là
Tóc em còn đương dài
Môi em còn nồng thắm
Và mắt em như sương mai
Đi thật xa để khi trở về
Biết chắc mình thương ai
Cho tôi đi theo với
Nơi em đi về
Về nơi đẹp trời hơn
Tràn đầy đam mê
Tôi quên đi năm tháng
Yêu thương không còn
Cần thêm mùi rượu vang
Và đồ ăn ngon
Vì ngày lang thang vẫn còn dài
Nên ta không kéo ga thật sâu
Vì đôi chân và mặt đường
Vốn dĩ nó không xa được nhau
Vì lá thì rơi sương thì đọng
Đá bất động người thì đi
Nên tóc còn xanh máu còn nóng
Nằm một chỗ để làm chi
Vì lá thì rơi sương thì đọng
Đá bất động người thì đi
Nên tóc còn xanh máu còn nóng
Nằm một chỗ để làm chi
Và nằm một chỗ để làm chi
Và nằm một chỗ để làm chi",2zRzmGerfTxc2epZHgaTdh
Con Yêu Mẹ Nhiều.mp3,positive,0.3103,0.2369,267.0,0.5019,75.0,86.0,17.0,"Luôn dành cho con
Tình yêu thương gới biết vào vòng tay ấm áp
Sông trôi bao la bóng táng cùng mẹ ai
Năm tháng qua còn lớn khôn vì tình nhẹ đù đầy và bao rung
Lắm khi nước mắt rơi giọt lệ buồn vì con đã nành lùng
Vậy mà mẹ vẫn cứ mãi lắng lo về,
vẫn cứ mãi lắng lo về con
Muốn lên lên,
để ngày mai được đi ra xa
Muốn lên lên,
vòng tay giăng ôm riết lầy mẹ ai
Có ra sao,
thì lòng con nguyện xin luôn khát ghi trong tim lời mẹ yêu dấu
Có ra sao,
thì con xin mãi luôn là con của mẹ
Con luôn mơ nay mai được đi mọi phương trời
Phiêu bật nơi nào xa vời,
nên đôi khi trong con đã không thật vắng lời
Thời gian qua con đã mãi giông trời,
đi khắp cả thế giới
Nhận ra những điều mới,
mà rồi khi lòng con quên đi mẹ yêu thương con ấy suốt đời
Và bao nhiêu lần đây con chỉ muốn nói một điều
Rằng mẹ ơi con yêu mẹ nhiều
Mẹ luôn hãy sinh cho con đời rồi dành
cho bản thân mình thì chẳng bao yêu
Xin hãy nhận yêu thương từ con,
bao nhiêu vần thơ đây từ con
Con sẽ vừng bước tiếp từ nay mai về sau
sẽ vượt qua những thử thách con đã chọn
Con yêu mẹ nhiều
Một lần lên,
để ngày mai được đi ra xa
Một lần lên,
phòng tay giang ôm chết lạnh mẹ
Con mãi là con là con là con là con
Có ra sao,
thì lòng con nguyện xin luôn khắc kì trong tin lời mẹ yêu dấu
Có ra sao,
thì con xin mãi luôn là con của mẹ",0WkQd15i4HOBgzUC7vVx2H
không thuộc về nơi này.mp3,positive,0.3429,0.1471,427.0,0.4052,113.0,124.0,18.0,"Intro:
Bên tai họ nói anh nghe là, nói anh nghe là, nói anh không hề thuộc về nơi này, 
Bên tai họ nói anh nghe là, nói anh nghe là, nói anh không hề thuộc về nơi này, 
Is that right?

Hook:
Well, I won't let it die, 
No, I will never ever let it die. 
Dù phải đeo tất cả thế giới kia lên đôi vai, 
Dù sao cũng không thể chết thêm lần thứ hai, 
Yeah that's right. 
I won't let it die.

Verse 1:
Bỗng nhiên,
Ai cũng muốn biết được tao đến từ đâu, 
Ở trong quá khứ tao đã làm những gì, 
Họ đem lời nói tao ra đếm từng câu, 
Well, nơi mà tao đến không ai cho điều gì, 
Không có con cá, càng không có cần câu,
Nó quá chán nản chờ một phép thần kì,
Khiến cho đứa bé phải gói ghém vần câu, 
Vì nó *** thích về nhì. 
Nên mọi cái chết với nó đều xứng đáng, 
Vì nó biết nó muốn được tự do, 
Nhưng tự do phải đi cùng dũng cảm, 
Và dũng cảm phải luôn luôn đi kèm cùng với lại nỗi đau tinh thần và thể xác,
Và niềm tin là thứ duy nhất nó có thể dùng để thoát. 

Hook:
So I won't let it die, 
No, I will never ever let it die. 
Dù phải đeo tất cả thế giới kia lên đôi vai, 
Dù sao cũng không thể chết thêm lần thứ hai, 
Yeah that's right. I won't let it die,

Verse 2:
Vậy thì, nói đi, 
Nói nó đã không thuộc về nơi này, 
Nói cho họ biết nó là một thằng tệ hại, như quá khứ nó đã chưa từng được phơi bày,
Nói với nó là nó rác rưởi,
Nó là cặn bã và nó đáng khinh, 
Tay của nó dù đã lỡ nhúng chàm, nhưng nụ cười của nó thì vẫn sáng tinh.
Nó đặt cược tất cả vào chầu thắng, 
Nên nó dành tình yêu cho màu vàng,
Và nó lau máu đỏ bằng cờ trắng,
Khi họ đưa cho nó để đầu hàng, 
Ba nó dạy nó giữ cái đầu lạnh và một quả tim ấm nếu muốn làm đầu đàn, 
Và cô độc sẽ luôn là cái kết cho một kẻ cầu toàn. 

Bridge:
Bên tai họ nói anh nghe là, nói anh nghe là, nói anh không hề thuộc về nơi này, 
Bên tai họ nói anh nghe là, nói anh nghe là, nói anh không hề thuộc về nơi này, 
Is that right?

Hook:
Well, I won't let it die, 
No, I will never ever let it die. 
Dù phải đeo tất cả thế giới kia lên đôi vai, 
Dù sao cũng không thể chết thêm lần thứ hai, 
Yeah that's right. I won't let it... die.
",4fG8iHZK5JAj0NLBJUiipu
Người Như Anh.mp3,neutral,-0.1915,0.267,234.0,0.4359,69.0,58.0,21.0,"Và rồi hôm ấy mình rời bước, cách xa nhau
Dẫu hai ta chẳng giận hờn
Nhưng cảm giác bên nhau ngày một xa hơn
Lời hứa ta đã từng dành cho nhau
Giờ chúng ta xếp lại ngày ngày mai sau
Em khóc cho bao mộng mơ
Anh khóc cuộc tình bơ vơ
Chúng ta, gần nhau mà như cách xa
Chúng ta, gần nhau mà lòng băng giá
Tình yêu có phải khi ta chấp nhận
Rời xa để thấy yêu nhau nhiều hơn?
Anh mong rằng em sẽ có một người
Yêu em, cùng em đến hết cuộc đời
Một người mới luôn khiến em vui,
Chẳng phải như anh chỉ làm em khóc
Nước mắt cho em đã quá đủ rồi
Nỗi xót xa em nhận lấy nhiều rồi
Xin lỗi anh không như những gì mà em mong
Một người như anh

Và anh biết, rằng nơi trái tim em còn
Còn mong nhớ anh từng giờ
Nỗi đau anh biết rằng là, thật khó để mình quên đi
Và anh cũng chẳng làm sao để xóa đi được
Dù đôi lúc anh bật khóc bao đêm
Chẳng biết bao lâu anh quên ngày mình bên nhau

Anh mong rằng em sẽ có một người
Yêu em, cùng em đến hết cuộc đời
Một người mới luôn khiến em vui,
Chẳng phải như anh chỉ làm em khóc
Nước mắt cho em đã quá đủ rồi
Nỗi xót xa em nhận lấy nhiều rồi
Xin lỗi anh không như những gì mà em mong
Một người như anh
",6mnkGSgd8eHVv1C38pDP9o
